latitude,longitude,room_type,price,zipcode,zcta_housing_2020,total_units_2020,occupied_units_2020,vacant_units_2020,median_rooms_2020,owner_occupied_units_2020,rental_occupied_units_2020,median_value_2020,median_monthly_costs_2020,median_rent_2020,five_year_diff,total_units_2015,occupied_units_2015,vacant_units_2015,median_rooms_2015,owner_occupied_units_2015,rental_occupied_units_2015,median_value_2015,median_monthly_costs_2015,median_rent_2015,median_household_income_2020,median_family_income_2020,median_household_income_2015,median_family_income_2015,zipcount,class
40.01634,-82.99991,1,191,43202,43202,9725,8889.0,836,4.9,2712,6177,246800.0,1613.0,976,70000.0,10551.0,9707.0,844.0,5.1,3205.0,6502.0,176800.0,1449.0,851.0,56332.0,80461.0,45152.0,72263.0,174.0,2
39.98665,-83.00651,1,215,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
40.01618,-82.99859,1,191,43202,43202,9725,8889.0,836,4.9,2712,6177,246800.0,1613.0,976,70000.0,10551.0,9707.0,844.0,5.1,3205.0,6502.0,176800.0,1449.0,851.0,56332.0,80461.0,45152.0,72263.0,174.0,2
39.99513,-82.99531,1,90,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.99535,-82.9974,1,90,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.92523,-82.89185,1,99,43232,43232,19588,18329.0,1259,5.2,7304,11025,104700.0,1129.0,864,11700.0,20267.0,17430.0,2837.0,5.0,7233.0,10197.0,93000.0,1126.0,737.0,42592.0,47221.0,36425.0,42005.0,8.0,0
39.95064,-82.97449,1,85,43205,43205,7366,5510.0,1856,5.6,1949,3561,211600.0,1492.0,755,108800.0,7271.0,5205.0,2066.0,5.7,1791.0,3414.0,102800.0,1120.0,690.0,40559.0,44420.0,30491.0,32843.0,203.0,0
39.96602,-82.97068,1,129,43205,43205,7366,5510.0,1856,5.6,1949,3561,211600.0,1492.0,755,108800.0,7271.0,5205.0,2066.0,5.7,1791.0,3414.0,102800.0,1120.0,690.0,40559.0,44420.0,30491.0,32843.0,203.0,0
39.98173,-83.00412,1,106,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.93239,-82.95513,0,42,43206,43206,12274,10435.0,1839,5.4,5060,5375,197400.0,1441.0,994,100300.0,12275.0,9783.0,2492.0,5.5,4491.0,5292.0,97100.0,1214.0,854.0,59082.0,63346.0,43810.0,44618.0,243.0,0
39.93208,-82.95443,0,42,43207,43207,20799,18656.0,2143,5.4,11435,7221,102700.0,1087.0,908,18100.0,20172.0,17185.0,2987.0,5.3,9933.0,7252.0,84600.0,1039.0,821.0,50582.0,62298.0,38842.0,45006.0,,0
40.06605,-83.01119,1,134,43214,43214,13806,12682.0,1124,5.6,8097,4585,285800.0,1730.0,998,74600.0,13162.0,12323.0,839.0,5.8,7878.0,4445.0,211200.0,1575.0,823.0,76831.0,101544.0,65288.0,92175.0,59.0,1
40.06417,-83.01404,1,145,43214,43214,13806,12682.0,1124,5.6,8097,4585,285800.0,1730.0,998,74600.0,13162.0,12323.0,839.0,5.8,7878.0,4445.0,211200.0,1575.0,823.0,76831.0,101544.0,65288.0,92175.0,59.0,1
39.93771,-82.9781,1,137,43206,43206,12274,10435.0,1839,5.4,5060,5375,197400.0,1441.0,994,100300.0,12275.0,9783.0,2492.0,5.5,4491.0,5292.0,97100.0,1214.0,854.0,59082.0,63346.0,43810.0,44618.0,243.0,0
39.98267,-82.9972,1,113,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.97589,-83.01057,1,163,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.95964,-82.96562,1,154,43205,43205,7366,5510.0,1856,5.6,1949,3561,211600.0,1492.0,755,108800.0,7271.0,5205.0,2066.0,5.7,1791.0,3414.0,102800.0,1120.0,690.0,40559.0,44420.0,30491.0,32843.0,203.0,0
39.98778,-83.04157,1,77,43212,43212,12485,11712.0,773,4.4,3950,7762,381300.0,2205.0,1151,111800.0,11156.0,9693.0,1463.0,4.5,3749.0,5944.0,269500.0,1879.0,861.0,66326.0,144167.0,58080.0,104098.0,61.0,1
39.95503,-83.01212,1,149,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.98721,-82.93024,1,89,43219,43219,12739,11479.0,1260,5.2,5158,6321,114500.0,1214.0,960,31700.0,12401.0,10867.0,1534.0,5.1,4936.0,5931.0,82800.0,1062.0,795.0,40172.0,48690.0,33473.0,40010.0,47.0,0
39.9765,-83.00536,1,93,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.96037,-83.00077,1,250,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.98266,-83.01043,1,158,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.99529,-82.99595,1,92,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.94784,-82.99767,1,297,43206,43206,12274,10435.0,1839,5.4,5060,5375,197400.0,1441.0,994,100300.0,12275.0,9783.0,2492.0,5.5,4491.0,5292.0,97100.0,1214.0,854.0,59082.0,63346.0,43810.0,44618.0,243.0,0
40.09591,-82.96131,1,155,43229,43229,22593,21343.0,1250,5.0,8495,12848,143000.0,1232.0,879,23000.0,22243.0,20011.0,2232.0,5.1,8149.0,11862.0,120000.0,1201.0,763.0,44804.0,51324.0,38004.0,45185.0,40.0,0
39.89018,-83.06956,1,144,43123,43123,26409,25432.0,977,6.2,18881,6551,183400.0,1483.0,1075,34800.0,25373.0,23044.0,2329.0,6.1,16441.0,6603.0,148600.0,1452.0,891.0,75644.0,92048.0,63567.0,73428.0,15.0,2
39.94709,-82.99655,1,681,43206,43206,12274,10435.0,1839,5.4,5060,5375,197400.0,1441.0,994,100300.0,12275.0,9783.0,2492.0,5.5,4491.0,5292.0,97100.0,1214.0,854.0,59082.0,63346.0,43810.0,44618.0,243.0,0
39.95684,-83.01122,1,138,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.95492,-83.01083,1,109,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.94244,-82.97592,1,76,43206,43206,12274,10435.0,1839,5.4,5060,5375,197400.0,1441.0,994,100300.0,12275.0,9783.0,2492.0,5.5,4491.0,5292.0,97100.0,1214.0,854.0,59082.0,63346.0,43810.0,44618.0,243.0,0
39.88286,-83.09614,1,163,43123,43123,26409,25432.0,977,6.2,18881,6551,183400.0,1483.0,1075,34800.0,25373.0,23044.0,2329.0,6.1,16441.0,6603.0,148600.0,1452.0,891.0,75644.0,92048.0,63567.0,73428.0,15.0,2
39.97467,-83.00347,1,113,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.95649,-83.01069,1,129,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.9573,-83.01186,1,119,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.96821,-82.96657,1,96,43203,43203,4894,3758.0,1136,5.2,1224,2534,188900.0,1149.0,744,102500.0,4912.0,3429.0,1483.0,5.0,822.0,2607.0,86400.0,1200.0,623.0,36418.0,35137.0,20904.0,20208.0,79.0,0
39.95709,-83.01055,1,109,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.97789,-83.00714,1,227,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.94896,-82.9781,1,125,43206,43206,12274,10435.0,1839,5.4,5060,5375,197400.0,1441.0,994,100300.0,12275.0,9783.0,2492.0,5.5,4491.0,5292.0,97100.0,1214.0,854.0,59082.0,63346.0,43810.0,44618.0,243.0,0
39.94279,-82.98707,1,129,43206,43206,12274,10435.0,1839,5.4,5060,5375,197400.0,1441.0,994,100300.0,12275.0,9783.0,2492.0,5.5,4491.0,5292.0,97100.0,1214.0,854.0,59082.0,63346.0,43810.0,44618.0,243.0,0
40.11593,-82.92483,1,96,43081,43081,27357,25850.0,1507,5.9,16565,9285,218200.0,1599.0,1161,41600.0,24515.0,23195.0,1320.0,5.9,14504.0,8691.0,176600.0,1552.0,994.0,83296.0,96364.0,72250.0,88824.0,33.0,2
39.94301,-82.96852,1,134,43206,43206,12274,10435.0,1839,5.4,5060,5375,197400.0,1441.0,994,100300.0,12275.0,9783.0,2492.0,5.5,4491.0,5292.0,97100.0,1214.0,854.0,59082.0,63346.0,43810.0,44618.0,243.0,0
40.03089,-83.02337,1,189,43202,43202,9725,8889.0,836,4.9,2712,6177,246800.0,1613.0,976,70000.0,10551.0,9707.0,844.0,5.1,3205.0,6502.0,176800.0,1449.0,851.0,56332.0,80461.0,45152.0,72263.0,174.0,2
39.95811,-83.0249,1,115,43222,43222,2249,1956.0,293,5.0,401,1555,68300.0,1540.0,554,14100.0,1838.0,1307.0,531.0,5.7,442.0,865.0,54200.0,774.0,719.0,14455.0,0.0,21083.0,21215.0,20.0,0
40.02568,-82.93206,0,25,43219,43219,12739,11479.0,1260,5.2,5158,6321,114500.0,1214.0,960,31700.0,12401.0,10867.0,1534.0,5.1,4936.0,5931.0,82800.0,1062.0,795.0,40172.0,48690.0,33473.0,40010.0,47.0,0
39.98312,-83.00794,1,173,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
40.01538,-83.00058,1,88,43211,43211,10296,8714.0,1582,5.2,3464,5250,58200.0,795.0,871,700.0,10527.0,8079.0,2448.0,5.3,3022.0,5057.0,57500.0,853.0,762.0,28610.0,32010.0,23710.0,25253.0,47.0,0
40.0176,-83.00987,1,164,43202,43202,9725,8889.0,836,4.9,2712,6177,246800.0,1613.0,976,70000.0,10551.0,9707.0,844.0,5.1,3205.0,6502.0,176800.0,1449.0,851.0,56332.0,80461.0,45152.0,72263.0,174.0,2
40.06479,-82.98205,0,39,43229,43229,22593,21343.0,1250,5.0,8495,12848,143000.0,1232.0,879,23000.0,22243.0,20011.0,2232.0,5.1,8149.0,11862.0,120000.0,1201.0,763.0,44804.0,51324.0,38004.0,45185.0,40.0,0
39.98746,-83.00525,1,236,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.97771,-83.00135,0,133,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.97759,-83.00143,0,133,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
40.0503696,-83.0605863,0,47,43220,43220,13160,12475.0,685,5.4,6259,6216,355500.0,2139.0,1032,97900.0,12754.0,11857.0,897.0,5.6,6536.0,5321.0,257600.0,1720.0,864.0,70167.0,113666.0,60412.0,92072.0,10.0,1
40.08027,-82.9639,1,191,43229,43229,22593,21343.0,1250,5.0,8495,12848,143000.0,1232.0,879,23000.0,22243.0,20011.0,2232.0,5.1,8149.0,11862.0,120000.0,1201.0,763.0,44804.0,51324.0,38004.0,45185.0,40.0,0
39.94187,-82.91164,0,100,43227,43227,10659,9751.0,908,5.3,4742,5009,86300.0,922.0,898,6000.0,10291.0,8841.0,1450.0,5.2,4483.0,4358.0,80300.0,1020.0,777.0,40353.0,46072.0,34483.0,38807.0,10.0,0
39.9597,-83.00036,1,168,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.98678,-83.01008,1,265,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.98593,-83.00241,1,102,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.99548,-83.00613,1,95,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.91241,-83.07817,0,46,43123,43123,26409,25432.0,977,6.2,18881,6551,183400.0,1483.0,1075,34800.0,25373.0,23044.0,2329.0,6.1,16441.0,6603.0,148600.0,1452.0,891.0,75644.0,92048.0,63567.0,73428.0,15.0,2
39.91147,-83.07748,0,42,43123,43123,26409,25432.0,977,6.2,18881,6551,183400.0,1483.0,1075,34800.0,25373.0,23044.0,2329.0,6.1,16441.0,6603.0,148600.0,1452.0,891.0,75644.0,92048.0,63567.0,73428.0,15.0,2
39.96064,-83.02295,1,153,43222,43222,2249,1956.0,293,5.0,401,1555,68300.0,1540.0,554,14100.0,1838.0,1307.0,531.0,5.7,442.0,865.0,54200.0,774.0,719.0,14455.0,0.0,21083.0,21215.0,20.0,0
39.99875,-83.00676,1,82,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.99711,-83.00516,1,65,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.99937,-83.0055,1,85,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.99818,-83.00469,1,83,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.964275,-82.99778,1,118,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.99781,-83.00544,1,78,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.99692,-83.00494,1,78,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.96411,-82.96901,1,104,43205,43205,7366,5510.0,1856,5.6,1949,3561,211600.0,1492.0,755,108800.0,7271.0,5205.0,2066.0,5.7,1791.0,3414.0,102800.0,1120.0,690.0,40559.0,44420.0,30491.0,32843.0,203.0,0
40.03959,-83.01355,1,311,43214,43214,13806,12682.0,1124,5.6,8097,4585,285800.0,1730.0,998,74600.0,13162.0,12323.0,839.0,5.8,7878.0,4445.0,211200.0,1575.0,823.0,76831.0,101544.0,65288.0,92175.0,59.0,1
39.94912,-82.98491,1,100,43206,43206,12274,10435.0,1839,5.4,5060,5375,197400.0,1441.0,994,100300.0,12275.0,9783.0,2492.0,5.5,4491.0,5292.0,97100.0,1214.0,854.0,59082.0,63346.0,43810.0,44618.0,243.0,0
39.94709,-82.97072,1,81,43206,43206,12274,10435.0,1839,5.4,5060,5375,197400.0,1441.0,994,100300.0,12275.0,9783.0,2492.0,5.5,4491.0,5292.0,97100.0,1214.0,854.0,59082.0,63346.0,43810.0,44618.0,243.0,0
39.94407,-82.97287,1,140,43205,43205,7366,5510.0,1856,5.6,1949,3561,211600.0,1492.0,755,108800.0,7271.0,5205.0,2066.0,5.7,1791.0,3414.0,102800.0,1120.0,690.0,40559.0,44420.0,30491.0,32843.0,203.0,0
39.94771,-82.98381,1,99,43206,43206,12274,10435.0,1839,5.4,5060,5375,197400.0,1441.0,994,100300.0,12275.0,9783.0,2492.0,5.5,4491.0,5292.0,97100.0,1214.0,854.0,59082.0,63346.0,43810.0,44618.0,243.0,0
39.94372,-82.98988,1,220,43206,43206,12274,10435.0,1839,5.4,5060,5375,197400.0,1441.0,994,100300.0,12275.0,9783.0,2492.0,5.5,4491.0,5292.0,97100.0,1214.0,854.0,59082.0,63346.0,43810.0,44618.0,243.0,0
40.04125,-82.97399,1,145,43224,43224,18950,17585.0,1365,5.0,8324,9261,103200.0,983.0,827,16700.0,18876.0,16274.0,2602.0,5.0,7866.0,8408.0,86500.0,993.0,678.0,39038.0,45010.0,33487.0,39337.0,16.0,0
39.95953,-82.86892,0,69,43213,43213,15451,14163.0,1288,4.8,5289,8874,125600.0,1135.0,872,27900.0,15665.0,13916.0,1749.0,4.8,4688.0,9228.0,97700.0,1112.0,771.0,43989.0,52344.0,34610.0,37801.0,28.0,0
39.95727,-82.87087,0,107,43213,43213,15451,14163.0,1288,4.8,5289,8874,125600.0,1135.0,872,27900.0,15665.0,13916.0,1749.0,4.8,4688.0,9228.0,97700.0,1112.0,771.0,43989.0,52344.0,34610.0,37801.0,28.0,0
40.0185,-83.00243,1,177,43202,43202,9725,8889.0,836,4.9,2712,6177,246800.0,1613.0,976,70000.0,10551.0,9707.0,844.0,5.1,3205.0,6502.0,176800.0,1449.0,851.0,56332.0,80461.0,45152.0,72263.0,174.0,2
40.06137,-82.86748,1,120,43230,43230,25484,24546.0,938,5.8,14855,9691,204000.0,1542.0,1140,34800.0,22879.0,22120.0,759.0,6.1,14496.0,7624.0,169200.0,1497.0,985.0,75960.0,95989.0,70618.0,87964.0,37.0,2
39.96144,-82.95467,1,121,43205,43205,7366,5510.0,1856,5.6,1949,3561,211600.0,1492.0,755,108800.0,7271.0,5205.0,2066.0,5.7,1791.0,3414.0,102800.0,1120.0,690.0,40559.0,44420.0,30491.0,32843.0,203.0,0
39.86554,-82.87029,0,75,43125,43125,6104,5948.0,156,5.3,3309,2639,167600.0,1416.0,971,38800.0,5947.0,5403.0,544.0,5.7,3362.0,2041.0,128800.0,1319.0,843.0,68103.0,84047.0,60275.0,65542.0,3.0,0
40.04492,-82.89634,1,67,43230,43230,25484,24546.0,938,5.8,14855,9691,204000.0,1542.0,1140,34800.0,22879.0,22120.0,759.0,6.1,14496.0,7624.0,169200.0,1497.0,985.0,75960.0,95989.0,70618.0,87964.0,37.0,2
39.95668,-82.99512,1,111,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.95706,-82.99516,1,103,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.9559,-82.99448,1,102,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.95745,-82.99505,1,103,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
40.034374,-83.009888,1,72,43214,43214,13806,12682.0,1124,5.6,8097,4585,285800.0,1730.0,998,74600.0,13162.0,12323.0,839.0,5.8,7878.0,4445.0,211200.0,1575.0,823.0,76831.0,101544.0,65288.0,92175.0,59.0,1
39.98631,-83.00093,1,390,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.98537,-82.99953,1,392,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.9488,-82.98535,1,121,43206,43206,12274,10435.0,1839,5.4,5060,5375,197400.0,1441.0,994,100300.0,12275.0,9783.0,2492.0,5.5,4491.0,5292.0,97100.0,1214.0,854.0,59082.0,63346.0,43810.0,44618.0,243.0,0
39.97619,-83.00987,1,160,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.9867,-83.00153,1,559,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
40.11654,-82.92667,1,108,43081,43081,27357,25850.0,1507,5.9,16565,9285,218200.0,1599.0,1161,41600.0,24515.0,23195.0,1320.0,5.9,14504.0,8691.0,176600.0,1552.0,994.0,83296.0,96364.0,72250.0,88824.0,33.0,2
40.09575,-83.00422,1,107,43085,43085,10514,10115.0,399,6.4,7236,2879,274300.0,1794.0,1150,54100.0,10504.0,10211.0,293.0,6.4,7376.0,2835.0,220200.0,1607.0,1009.0,93953.0,114258.0,76190.0,95938.0,24.0,1
39.96047,-83.07179,1,90,43204,43204,19186,17220.0,1966,5.4,8651,8569,117300.0,1102.0,935,19000.0,19255.0,15560.0,3695.0,5.5,7550.0,8010.0,98300.0,1087.0,855.0,48770.0,55405.0,40729.0,45090.0,17.0,0
39.95714,-83.0004,1,115,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.98793,-82.9431,0,40,43219,43219,12739,11479.0,1260,5.2,5158,6321,114500.0,1214.0,960,31700.0,12401.0,10867.0,1534.0,5.1,4936.0,5931.0,82800.0,1062.0,795.0,40172.0,48690.0,33473.0,40010.0,47.0,0
39.98977,-82.9431,0,45,43219,43219,12739,11479.0,1260,5.2,5158,6321,114500.0,1214.0,960,31700.0,12401.0,10867.0,1534.0,5.1,4936.0,5931.0,82800.0,1062.0,795.0,40172.0,48690.0,33473.0,40010.0,47.0,0
39.98943,-82.94322,0,45,43219,43219,12739,11479.0,1260,5.2,5158,6321,114500.0,1214.0,960,31700.0,12401.0,10867.0,1534.0,5.1,4936.0,5931.0,82800.0,1062.0,795.0,40172.0,48690.0,33473.0,40010.0,47.0,0
39.984802,-83.000122,1,108,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.99681,-83.00525,1,65,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.96921,-82.97493,1,202,43203,43203,4894,3758.0,1136,5.2,1224,2534,188900.0,1149.0,744,102500.0,4912.0,3429.0,1483.0,5.0,822.0,2607.0,86400.0,1200.0,623.0,36418.0,35137.0,20904.0,20208.0,79.0,0
39.97885,-83.01064,1,184,43215,43215,10791,9609.0,1182,3.3,1891,7718,324000.0,1975.0,1215,69300.0,9281.0,8170.0,1111.0,3.3,1728.0,6442.0,254700.0,1975.0,920.0,64368.0,92708.0,52178.0,125239.0,245.0,1
39.98223,-83.00699,1,111,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
39.980816,-82.998802,1,98,43201,43201,15281,13106.0,2175,4.4,2215,10891,258900.0,1747.0,1094,55200.0,15115.0,11508.0,3607.0,4.6,2080.0,9428.0,203700.0,1554.0,858.0,34884.0,47014.0,25322.0,51458.0,434.0,2
